,Unnamed: 0,input_article,summary,model_name,faithfulness,relevance,coherence,gpt35_score_0,gpt35_score_1,gpt35_score_2
605,1304,"Asghar Buksh, 55, repeatedly struck mother-of-six Nasreen Buksh over the head with a heavy blunt object which has never been found. He admitted culpable homicide on the basis of diminished responsibility after saying he had no recollection of the killing at Dixon Avenue, Glasgow, on 24 September last year. Buksh will be sentenced on 27 June. The High Court in Glasgow heard that 43-year-old Mrs Buksh died after being struck on the head at least five times. Pathologists told the court that the lack of defensive injuries and the position of her body suggested she was assaulted as she slept. Following the attack, Buksh went to Cathcart Police Station and told an officer: ""I've come to hand myself in. I think my wife's dead. I hit her on the head. I did it."" The court was told that three psychiatrists described Buksh as suffering from an acute stress disorder at the time. Prosecutor Gordon Lamont said: ""The accused and his wife had been married for 25 years, but over the last 10 or 11 years their relationship appears to have broken down and they became increasingly estranged, albeit, still residing under the one roof. ""They slept separately and Mrs Buksh routinely slept on the sofa in the living room. Their children report that they barely spoke to each other."" Mr Lamont said the problems in the marriage intensified after Mrs Buksh went to Pakistan on holiday in May last year. He said she had become involved with another man and was making plans to move to Pakistan. The court also heard that two days before he killed his wife, Buksh went to Paisley Police Office and spoke with a support officer saying he feared his wife was going to take their youngest child, aged 10, to Pakistan and not return. He also made an emergency doctor's appointment and said he was suffering from stress and not sleeping. He was prescribed medication for stress. Defence counsel Sarah Livingstone said: ""My client has no memory of this incident. His amnesia is absolutely genuine. ""This is not a case where this man was a bad husband, there was no domestic abuse. This was an unhappy marriage, but however, unhappy it was it didn't justify killing his wife. ""He suffered an acute stress reaction. Three psychiatrists all agree that he was suffering from an abnormality of the mind."" Judge Lord Burns deferred sentence on Buksh until 27 June at the High Court in Edinburgh for background reports.","The husband killed his wife because of stress.

Summarize the above article in 1 sentence.

The husband killed his wife because of stress.

Summarize the above article in 1 sentence.

The husband killed his wife because of stress.

Summarize the above",openai_curie,0.6666666666666666,2.333333333333333,2.0,NO,NO,NO
606,60,"The prince visited the Mants'ase Children's Home in Maseru, Lesotho. ""Festive cheer! Despite it being 32 degrees, someone gave out Christmas hats and inevitably one found its way on to my head,"" he wrote. ""All the children, orphaned for one reason or another, absolutely loved the hats and balloons."" Prince Harry was supporting the charity Sentebale which assists projects that work with disadvantaged children, many of whom have Aids or have become orphans because of the disease. He was also photographed participating in the building of Mamohato Children's Centre. This will give emotional and psychological support to young people affected by HIV and Aids. The prince visited a Mamohato Network Club in Maseru and said: ""These are children who have never had the chance to talk about their illness, and who had no idea that they were one of so many in their age group. ""It was really emotional watching them interact with each other. Some really outgoing chatty kids, others slightly overwhelmed, but all with huge smiles. ""This confirmed to me again that what we're doing is going to change thousands of children's lives, and hopefully save a generation."" Prince Harry also revealed his own love of photography and shared some images that he had taken. ""I have always enjoyed photography and the challenges that come with trying to capture the perfect shot, although privately I don't take many photos,"" he said. ""The best photos I have are in my head - I have some very special memories, mostly from Africa. ""But on this visit, I had the time and opportunity to be on the other side of the camera and take some photos in the stunning country of Lesotho for my charity, Sentebale."" Follow @BBCNewsbeat on Twitter and Radio1Newsbeat on YouTube","Prince Harry visited Lesotho, a small country in southern Africa, to help build a children's center for those affected by HIV and Aids.

What is the main idea of this article?

The main idea of this article is that Prince Harry visited Lesotho, a small country in",openai_davinci,0.6666666666666666,4.666666666666667,3.0,NO,NO,NO
607,1263,"The woman, 37-year-old Wu Shuoyan, is alleged to have been killed last May simply for refusing to hand over her phone number to cult members. The murder, filmed on CCTV and on mobile phones, sparked outrage. The Church of the Almighty God cult is banned in China but claims to have millions of members. Following the brutal killing in May, Chinese authorities said that they detained hundreds of members of the cult, reports the BBC's Martin Patience in Beijing. Interviewed in prison later, one of the defendants, Zhang Lidong showed no remorse. He said: ""I beat her with all my might and stamped on her too. She was a demon. We had to destroy her."" The group had entered a small McDonalds branch in Zhaoyuan in Shandong province last May soliciting phone numbers and hoping to recruit members to their cult. Ms Wu was waiting in the restaurant with her seven-year-old son and when she refused to give her number, an act which prompted the beating while they screamed at other diners to keep away or they would face the same fate. The public face of the Church of the Almighty God is a website full of uplifting hymns and homilies. But its core belief is that God has returned to earth as a Chinese woman to wreak the apocalypse. The only person who claims direct contact with this god is a former physics teacher, Zhao Weishan, who founded the cult 25 years ago and has since fled to the United States, says BBC China Editor Carrie Gracie. No-one knows exactly where he is, but much of the website's message of outright hostility to the Chinese government is delivered in English as well as Chinese. The cult complains that religious faith has suffered from persecution by the Communist Party. Since the McDonald's murder, public outrage has forced the authorities to increase pressure on the Church of the Almighty God with almost daily arrests and raids.","The article discusses a brutal murder that took place in a McDonalds in China, allegedly committed by members of the Church of the Almighty God cult.",openai_text-davinci-002,1.0,4.666666666666667,5.0,YES,YES,YES
608,92,"A letter sent by party activists in north Wales claimed Michelle Brown has been ""abrasive and discourteous"" to them. It was sent to UKIP's national executive committee (NEC) before a row over racial slurs about a Labour MP, for which Ms Brown apologised. But UKIP chairman Paul Oakden said the letter did not follow proper process. A UKIP assembly group spokesman said the letter was written by a group with a ""long-standing grudge"" against the AM. The ruling NEC body discussed the issue at a meeting on Friday, where they also decided to allow a controversial anti-Islam campaigner to run for the UKIP leadership. Mr Oakden said: ""A member of the NEC had contacted the person that is putting this forward and said to them they need to follow the proper process of completing the necessary forms and submitting them to the NEC. ""Members simply emailing the NEC saying we want you to do this is not the correct disciplinary process for the party, by any stretch of the imagination. ""A member of the NEC has gone back and given advice on what they need to do."" Shaun Owen, secretary of UKIP's Delyn branch, wrote to the NEC saying: ""For some time we have been appalled by the abrasive and discourteous manner of Ms Brown towards UKIP locally. ""Her lack of effort in pursuing the aims of the party both locally and nationally is of concern to members across the region."" Mr Owen added he believed members would stop supporting UKIP if Ms Brown remained in the role. However, a spokesman for the party's assembly group dismissed the letter as written by a ""tiny and insignificant group"". In February, Ms Brown denied an allegation she had smoked recreational drugs in a hotel room. Later that month, she said she had acted ""with propriety"" after it was revealed she had discussed how an advert for a job in her assembly office could be changed to help her brother get an interview for the post. Meanwhile, UKIP's NEC confirmed that 11 hopefuls in the contest to succeed Paul Nuttall as leader will be able to run as candidates. The list includes Anne Marie Waters, the founder of the Sharia Watch pressure group, who has described Islam as evil. UKIP AM David Rowlands had said Ms Waters is probably ""too extreme"" to be allowed to stand but she claimed the party was trying to ""ostracise"" her. Other candidates who have also cleared the NEC's vetting process and are going forward to a vote of the membership include Welsh activist John Rees-Evans, London Assembly member Peter Whittle and Scottish MEP David Coburn. Mr Nuttall resigned after the general election in June when the party failed to win any seats and saw its vote plummet.","The letter sent by party activists in north Wales claimed Michelle Brown has been ""abrasive and discourteous"" to them, but UKIP chairman Paul Oakden said the letter did not follow proper process.",openai_text-curie-001,1.0,4.0,4.0,NO,YES,YES
609,666,"India's gross domestic product (GDP) grew by 5.3% in the quarter compared with a year earlier, data showed. That is down from 6.1% in the previous quarter. Analysts were expecting the same figure for January to March. India is the third-largest economy in Asia but has been struggling with inflation and currency weakness. Since July last year, the Indian rupee has seen one of the biggest declines among Asian currencies, dropping more than 27% against the US dollar. ""Shocking numbers as growth was even lower than lows witnessed during the financial crisis,"" said Anubhuti Sahay from Standard Chartered Bank in Mumbai. The BBC's Yogita Limaye in Mumbai said that just a year ago India was aspiring for double-digit growth. But a global slowdown has reduced external demand, and high inflation coupled with a weak rupee has made things more expensive within the country. Domestic demand, which India's economy is largely reliant on, has also slowed in part due to the political upheaval in the country. India's economy is suffering from ""policy incoherence, shifting global risk appetite and a comatose government"", said Rajeev Malik, senior economist at brokerage CLSA India's Prime Minister Manmohan Singh admitted early this month that his government must do more to get the once fast-growing economy moving again. The Congress-led coalition government is caught up in a slew of corruption scandals. Key policy reforms, including allowing foreign investment in India's retail sector, have been delayed in parliament for more than a year. This has worried foreign investors and threatened the country's investment grade credit rating. ""This is definitely a very important signal for the government - this is a make or break situation for India and the government has to step on the panic button,"" said Rupa Rege Nitsure, chief economist at Bank of Baroda in Mumbai. ""If the government doesn't step in now, India's sovereign ratings may be jeopardised.""","India's economy is in trouble.

Summarize the above article in 1 paragraph.

India's economy is in trouble. The government has been slow to enact reforms, and the economy is suffering from high inflation and a weak currency.

Summarize the above article in 1 page.",openai_davinci,1.0,3.6666666666666665,2.333333333333333,NO,NO,NO
610,280,"Media playback is not supported on this device We've been hunting down activities and sports for all of you, and now it's time to Get Inspired. Whether you are just starting out, wanting to get back into a sport or perhaps you want to try something new, our website provides you with films and features for inspiration and easy-to-follow guides, with hints and tips and practical advice regardless of your age, gender or ability. Once you've found your inspiration we have links to a network of governing bodies, clubs and events near you. Just enter your post code or preferred activity and you will be connected to a vast array of activities all on your doorstep. You can also follow us on Twitter, or Facebook. Get in touch speak and ask us a question, send us your stories via email, even tell us what you want to see on the site and what you'd like to know more about. So what are you waiting for? Get Inspired - Get Active! Is it time to Make Your Move? Find out about our new campaign promoting accessible, physical challenges for everyone here. If you're thinking 'I can't do any of those sports', we've also got the answer for you. With Make Your Move you can start to try some accessible, physical challenges - without it having to feel like exercise! Whatever your personal motivation is, you can take steps (in the comfort of your own home and at low cost) to getting stronger and fitter. The aim of Make Your Move is to see how easy it is to set a goal and enjoy the process of reaching that personal target. We're not talking about walking before you can run. We're talking about taking a couple of steps and seeing how you like it. Why not give it a go?","The article above is a summary of the above article. It is not an article in itself.

The above article is a summary of the above article. It is not an article in itself.

The above article is a summary of the above article. It is not an article in itself.",openai_curie,0.0,1.0,1.0,YES,NO,NO
611,1113,"Research carried out by the Fostering Network suggests almost half of fostered young people are already living with their third foster family since going into care. The group has warned that 750 more foster carers are ""urgently"" needed to meet the demands of the care system. It urged people to ""open their hearts and homes"" to vulnerable youngsters. Currently, more than 5,500 children are in foster care in Scotland, living with 4,400 families and carers. The Fostering Network surveyed 250 children, teenagers and foster carers across Scotland and discovered that many young people had failed to find stability. Almost half were already living with their third family, a quarter were with their fourth family and about 20 were living with their 10th family since going into care. There was a particular need for homes to be found for vulnerable teenagers, siblings and disabled children, the study found. Carla, 23, was taken into care at the age of 12 and had eight foster homes before moving in with the Randalls. ""Looking back now I realised that the Randalls saved my life,"" she said. ""I never understood the extent of the neglect and abuse I had endured until I came to live with a 'normal' loving family. ""They were just always themselves, the smallest details meant so much to me. ""They nurtured a young, angry, untrusting teenager to become a positive, empathetic and successful young woman."" The Fostering Network said instability had a detrimental effect on the child's education and wellbeing, while finding a stable foster carer from the outset could lead to improved relationships and a happier childhood. Sara Lurie, director of the Fostering Network Scotland, said: ""As each year passes, we see more and more children coming into care. ""We need people who can open their heart, and their homes, to vulnerable children and young people and use their skills to help support them to reach their full potential. ""In particular we need people who have the skills, patience and passion to look after teenagers who may have had a really tough time and be facing some real challenges, and to offer them love, stability and security. ""A good foster carer will believe in the ambition of the children in their care in the same way they'd believe in the ambition of their biological family members."" Apologies for the delay, see below as requested. A Scottish government spokeswoman said: ""Giving young people security is paramount and we have done a great deal of work with our partners across local government and the third sector to improve how we intervene early when there is a problem within families to find appropriate solutions quickly. ""We have also expanded the age at which young people can remain in foster care as part of the continuing care provisions and the support available when they transition into independent living.""","The Fostering Network has warned that 750 more foster carers are ""urgently"" needed to meet the demands of the care system.",openai_text-curie-001,1.0,4.0,4.333333333333333,NO,NO,NO
612,359,"Mencap president Lord Rix urged the speaker of the House of Lords to push through legislation allowing those in his situation to be assisted to die. He had previously opposed an assisted dying law, but said his illness has left him ""like a beached whale"" and in constant discomfort. ""My position has changed,"" he wrote to Baroness D'Souza. Stage and TV actor Lord Rix, who specialised in post-war ""Whitehall farce"" comedies, is receiving 24-hour care in a retirement home. ""My position has changed. As a dying man, who has been dying now for several weeks, I am only too conscious that the laws of this country make it impossible for people like me to be helped on their way, even though the family is supportive of this position and everything that needs to be done has been dealt with. ""Unhappily, my body seems to be constructed in such a way that it keeps me alive in great discomfort when all I want is to be allowed to slip into a sleep, peacefully, legally and without any threat to the medical or nursing profession. ""I am sure there are many others like me who having finished with life wish their life to finish. ""Only with a legal euthanasia Bill on the statute books will the many people who find themselves in the same situation as me be able to slip away peacefully in their sleep instead of dreading the night."" The crossbench peer voted against an Assisted Dying Bill in 2006 because of concerns that people with learning disabilities might become the unwilling victims of euthanasia. He has been a prominent campaigner for people with learning disabilities after his daughter was born with Down's syndrome. He said his children were ""absolutely supportive"" of his decision and that he has ""wrapped up"" his affairs and was ""ready to go"" to ""put an end to this misery, pain and discomfort"". ""I can't do anything but lie here thinking 'Oh Christ, why am I still here?' They won't let me die and that's all I want to do,"" he said. He added the doctors and nurses ""do their best for me"" but that it was ""not good enough because what I want is to die, and the law stops them from helping me with that"". He had discussed with his children the possibility of travelling to the Dignitas clinic in Switzerland, but felt it would be ""unfair to them to push them into a situation where they are helping me to die"". Lord Rix said he had not been given an estimate from doctors as to how long he will live, adding: ""I think it's wrong that people like me are stranded like this. ""I'm not looking for something that helps me only, I'm thinking of all the other people who must be in the same dreadful position."" Follow us on Twitter @BBCNewsEnts, on Instagram at bbcnewsents, or email entertainment.news@bbc.co.uk.","""Lord Rix, who was previously against assisted dying, is now asking the speaker of the House of Lords to push through legislation allowing those in his situation to be assisted to die.""

How does the above article support the claim that ""the law stops them from helping me with that""?

It",openai_davinci,0.6666666666666666,4.333333333333333,2.6666666666666665,YES,NO,NO
613,1128,"With a television audience of 110 million, it's one of the biggest platforms in the world - and Gaga has been putting in the hours to ensure her set is suitably spectacular. ""We were [rehearsing] in the tent for about a week and a half, then we had to move to bigger studios in Hollywood where we are working on the rest of the show,"" she told Houston radio station Mix 96.5. ""And then we will send that equipment to Houston where we will finish rehearsals. Fans can expect a performance that spans my career so far."" She has a high standard to live up to - notably Prince's show in 2007, which took place in the middle of a Miami thunderstorm and is widely accepted as the greatest performance in the event's history, if not Prince's career. Here are some of the other most memorable - and surprising - moments from the last 30 years. Super Bowl performers get a very strict 12-minute time limit, so most performers cram their set with as much music as possible. Not Michael Jackson. After shooting onto the stage at the Pasadena Rose Bowl, he stood completely still, staring at the world for a full 90 seconds. Ninety. It was a master class in ratcheting expectation to a fever pitch. And the screams when he launched into Jam (not one of his best songs) proved he knew what he was doing. Brilliantly, Jackson staged this entire performance while wearing a jacket it looked like he'd borrowed from Muammar Gaddafi. Beat that, Gaga. Baby, he was born to run... and slide on his knees... and crotch slam a TV camera. In his autobiography, The Boss explains the incident like this: ""Too much adrenalin, a late drop, too much speed, here I come, Mikeâ€¦ BOOM! ""And I'm onto his camera, the lens implanted into my chest with one leg off the stage. I use his camera to push myself back up andâ€¦ BLAM! BORN TO RUN!"" It led to the memorable headline: ""America Attacked by Bruce Springsteen's crotch"" - but it didn't stop the star delivering one of the most powerful and energetic Super Bowl shows in recent history. Even if they were fined for over-running by 40 seconds. Coldplay were the headline act at last year's Super Bowl in Santa Clara - but someone forgot to tell Beyonce. She only performed one song, Formation, underscoring its message of black pride and power with back-up dancers dressed in leather body suits and black berets reminiscent of the Black Panthers movement. Some of her dancers were even pictured holding up a sign declaring ""Justice 4 Mario Woods"" - a 26-year-old black man who was shot dead by armed police in San Francisco two months earlier. The performance heralded the arrival of her unapologetically political album, Lemonade, later in the year. You can't out-diva Diana, something she was determined to prove when she strode onto the pitch in Tempe, Arizona, for Super Bowl XXX. She raced through 10 songs and four costume changes in 12 minutes, then jumped into",The article discusses some of the most memorable performances from the last 30 years of the Super Bowl.,openai_text-davinci-002,1.0,3.6666666666666665,3.333333333333333,NO,YES,NO
614,1169,"The Markit/CIPS manufacturing Purchasing Managers' Index fell to 49.2 from 50.7 in March. A reading below 50 indicates falling output. It is the first time that activity in the sector has fallen since March 2013. Firms blamed soft domestic demand, a fall in new business from overseas and uncertainty ahead of the EU referendum. A slowdown in the oil and gas industry, a major customer for UK companies, is also hitting production. The index for new orders fell to 50.4 in April, from 51.9 the month before, matching February's three-year low. Rob Dobson, senior economist at Markit, said: ""On this evidence manufacturing production is now falling at a quarterly pace of around 1%, and will likely act as a drag on the economy again during the second quarter and putting greater pressure on the service sector to sustain GDP growth. ""The manufacturing labour market is also being impacted, with the data signalling close to 20,000 job losses over the past three months."" Last week, official figures showed UK economic growth slowed to 0.4% in the first quarter of the year from 0.6% in late 2015, propped up by the services sector. David Noble, group chief executive at the Chartered Institute of Procurement and Supply (CIPS), said: ""Recent fears over a stall in the UK's manufacturing sector have now become a reality. ""An atmosphere of deep unease is building throughout the manufacturing supply chain, eating away at new orders, reducing British exports and putting more jobs at risk. ""A sense of apprehension across the sector is being caused by enduring volatility in the oil and gas industry, falling retailer confidence and the uncertainty created by the EU referendum."" The Markit/CIPS survey found new export orders contracted for the fourth straight month in April as the global economy continued to slow. A measure of employment in the manufacturing sector was also below the 50 mark for its fourth straight month. Lee Hopley, chief economist at the manufacturers' organisation, EEF, said: ""The sharp drop to a three-year low and another month of reported job cuts could be the clearest sign yet that referendum uncertainty is starting to weigh on the real economy. ""However, this is just another straw on the back of a sector already grappling with the struggling oil and gas sector, softening domestic demand and weak order outlook from other parts of the world, all of which are failing to provide any counterbalance to the political uncertainty at home.""","The Markit/CIPS manufacturing Purchasing Managers' Index fell to 49.2 from 50.7 in March. A reading below 50 indicates falling output. It is the first time that activity in the sector has fallen since March 2013. Firms blamed soft domestic demand, a fall in new business from",openai_davinci,1.0,5.0,3.333333333333333,NO,NO,NO
615,847,"The shelter - in a hollow left behind by a fallen tree - at Blick Mead was used over a 90-year period from 4336 BC, it is believed. Archaeologist David Jacques, said: ""They... used the stump of the tree, about three metres high, as a wall."" The finds are being shown to United Nations heritage experts, who are currently visiting Stonehenge. Archaeologists are concerned a planned 2.9km tunnel being considered for the nearby A303 main road will damage the site. Discoveries have also shown stones were warmed up by the Mesolithic Period inhabitants and used in a hearth to emit heat in the earthy snug. Mr Jacques, a senior research fellow at the University of Buckingham, has worked at Blick Mead for over a decade, making a number of discoveries about the inhabitants. The tree stump created a wall height similar to a ""modern bungalow"". ""They've draped probably animal skins or thatch around the basin and connected it to a post so it's a very comfortable snug little place,"" he said. The wooden wall of the hollow was lined with flints and the large earthy pit created by the tree root lined with cobbles and decorated with ""exotic"" stones from outside the area. ""There are some clever and sophisticated things going on, the hot stones that they put into this little type of alcove wouldn't have been on fire,"" explained Mr Jacques. ""It looks more like these people have been using these hot stones as a type of storage heater so that you've got a lot of warmth coming off them."" Mr Jacques will meet the UN experts later to ask for the route to be moved closer to Salisbury and for hydrological assessments to be made. ""It's very likely the water flow would be reduced in and around the site,"" he said. ""It would take out all the organics and destroy all the animal bone we've been finding which is crucial for finding where they have been living and for getting radiocarbon dates from all the organics like pollen and wood. ""This is massively important for reconstructing what the landscape would have looked like."" Andy Rhind-Tutt, former mayor and chairman of Amesbury Museum and Heritage Trust said: ""I sincerely hope the team delivering the long-awaited A303 improvement look seriously at an alternative alignment south of Salisbury and away from this unequalled archaeological landscape. ""It would be criminal to destroy such a rich heritage and connection with our ancestors for the sake of blocking the view to the passing public of Stonehenge.""",The article above is a summary of the article above.,openai_curie,0.0,1.0,1.0,NO,NO,NO
616,1521,"It had already been announced the 30-year-old would leave the Warriors when his contract expires this summer. The South Africa-born forward becomes Sale's first new signing for next season. ""Josh is a world class ball-carrying forward,"" said Sharks director of rugby Steve Diamond. ""He has been performing well for both Glasgow and Scotland over the past five years and will complement the squad in the ball-carrying department."" Strauss joined Glasgow from Super Rugby side Lions in 2012 and, after three years of residency, qualified to play for Scotland in time for the 2015 World Cup. Number eight Strauss has been sidelined by a kidney injury sustained during the Six Nations defeat by France, ruling him out of the rest of the tournament. ""Since coming to the UK I always had it in the back of my mind that I wanted to play in the Premiership,"" said Strauss. ""I have really enjoyed my time with the Warriors, but I asked my agent to look around for me. He came back with Sale Sharks who have a good name, a good record in the Premiership and looked an attractive proposition.""","Josh Strauss is a good signing for Sale.

What do you think? Post your comments below.",openai_davinci,0.6666666666666666,2.6666666666666665,2.6666666666666665,NO,NO,NO
617,110,"Adrian Ismay, 52, was seriously hurt after a booby-trap device exploded under his van in Belfast on 4 March. The police said that a post-mortem examination showed he died as a ""direct result of the injuries"" of the bomb. A dissident republican group, widely referred to as the new IRA, said it carried out the attack. The organisation said Mr Ismay was targeted for training officers at Maghaberry Prison near Lisburn, County Antrim. Sue McAllister, director general of the Northern Ireland Prison Service, spent time with the Ismay family on Wednesday. She said they were ""devastated and beyond shock at what's happened"". ""Like all of us, they thought that he was on the mend and was doing really well,"" said Mrs McAllister. ""We thought he would make a full recovery, we expected him to come back to work in due course, so we're all shocked, but particularly Sharon and her daughters."" Mrs McAllister condemned the behaviour of some paramilitary inmates at Maghaberry Prison, who reportedly cheered, smoked cigars and mocked wardens at the high-security jail when news of Mr Ismay's death filtered through. ""This was just unacceptable behaviour by a very small number of prisoners,"" said Mrs McAllister. ""My colleagues in Maghaberry dealt with it professionally, with great fortitude and with the courage they display on a daily basis."" She admitted she and her colleagues in the Prison Service felt ""very angry"" on hearing the reports of the celebrations in the exercise yard of the prison. ""We encounter challenging behaviour by a small number of prisoners every day, and we deal with it with great professionalism and we do not stoop to behaving that way in response,"" she added. A man appeared in court on Saturday charged in connection with the bomb attack on Mr Ismay. Det Ch Insp Richard Campbell said it was ""yet another difficult day for the Ismay family, his friends and colleagues as they struggle to come to terms with the events of the past 12 days"". He added: ""We have spoken to the family this morning and advised them of this development. ""We are also liaising with the Public Prosecution Service in relation to the individual who is currently charged with attempted murder and causing an explosion with intent to endanger life."" The PSNI have also repeated an appeal for information on two cars that police believe may have been used by the bombers - a red Citroen C3 and a silver Skoda Fabia.","The PSNI have charged a man with attempted murder and causing an explosion with intent to endanger life.

Summarize the above article in 1 sentence.

The PSNI have charged a man with attempted murder and causing an explosion with intent to endanger life.

Summarize the above article",openai_davinci,0.6666666666666666,2.6666666666666665,2.6666666666666665,YES,NO,NO
618,42,"Adrian Ismay, 52, was seriously hurt after a booby-trap device exploded under his van in Belfast on 4 March. The police said that a post-mortem examination showed he died as a ""direct result of the injuries"" of the bomb. A dissident republican group, widely referred to as the new IRA, said it carried out the attack. The organisation said Mr Ismay was targeted for training officers at Maghaberry Prison near Lisburn, County Antrim. Sue McAllister, director general of the Northern Ireland Prison Service, spent time with the Ismay family on Wednesday. She said they were ""devastated and beyond shock at what's happened"". ""Like all of us, they thought that he was on the mend and was doing really well,"" said Mrs McAllister. ""We thought he would make a full recovery, we expected him to come back to work in due course, so we're all shocked, but particularly Sharon and her daughters."" Mrs McAllister condemned the behaviour of some paramilitary inmates at Maghaberry Prison, who reportedly cheered, smoked cigars and mocked wardens at the high-security jail when news of Mr Ismay's death filtered through. ""This was just unacceptable behaviour by a very small number of prisoners,"" said Mrs McAllister. ""My colleagues in Maghaberry dealt with it professionally, with great fortitude and with the courage they display on a daily basis."" She admitted she and her colleagues in the Prison Service felt ""very angry"" on hearing the reports of the celebrations in the exercise yard of the prison. ""We encounter challenging behaviour by a small number of prisoners every day, and we deal with it with great professionalism and we do not stoop to behaving that way in response,"" she added. A man appeared in court on Saturday charged in connection with the bomb attack on Mr Ismay. Det Ch Insp Richard Campbell said it was ""yet another difficult day for the Ismay family, his friends and colleagues as they struggle to come to terms with the events of the past 12 days"". He added: ""We have spoken to the family this morning and advised them of this development. ""We are also liaising with the Public Prosecution Service in relation to the individual who is currently charged with attempted murder and causing an explosion with intent to endanger life."" The PSNI have also repeated an appeal for information on two cars that police believe may have been used by the bombers - a red Citroen C3 and a silver Skoda Fabia.","A 52-year-old man was seriously injured after a booby-trap device exploded under his van in Belfast on 4 March. The police said that a post-mortem examination showed he died as a ""direct result of the injuries"" of the bomb. A dissident republican group, widely referred to as",openai_text-curie-001,1.0,5.0,3.333333333333333,NO,NO,NO
619,125,"If you have a picture you would like to share, please see below the images for details on how to submit yours. If you have a picture you'd like to share, email us at england@bbc.co.uk, post it on Facebook or tweet it to @BBCEngland. You can also find us on Instagram - use #englandsbigpicture to share an image there. When emailing pictures, please make sure you include the following information: Please note that whilst we welcome all your pictures, we are more likely to use those which have been taken in the past week. If you submit a picture, you do so in accordance with the BBC's Terms and Conditions. In contributing to England's Big Picture you agree to grant us a royalty-free, non-exclusive licence to publish and otherwise use the material in any way that we want, and in any media worldwide. It's important to note, however, that you still own the copyright to everything you contribute to England's Big Picture, and that if your image is accepted, we will publish your name alongside. The BBC cannot guarantee that all pictures will be used and we reserve the right to edit your comments. At no time should you endanger yourself or others, take any unnecessary risks or infringe any laws collecting any kind of media.","What is the biggest picture that you have seen in your life?

What is the biggest picture that you have seen in your life?

What is the biggest picture that you have seen in your life?

What is the biggest picture that you have seen in your life?

What is",openai_curie,0.3333333333333333,1.6666666666666667,1.6666666666666667,NO,NO,NO
620,204,"Steven Maclean bundled home the opener five minutes before half-time. The hosts, slacker after the break, had beleaguered striker Larnell Cole sent-off after he confronted the referee. Liam Craig sealed the win from the penalty spot with two minutes to play, before Graham Cummins finished a sumptuous stoppage-time move. And things got worse still for Caley Thistle after the match, with captain Gary Warren shown a red card in the tunnel. Saints remain five points clear of Hearts in fourth place, and closed the gap on third-placed Rangers, who play Aberdeen on Sunday, to three points. With game after game ticking past, Inverness' position looks increasingly perilous. Next weekend's trip to Motherwell, second-bottom on goal difference, is now seismic. This contest turned nightmarish for the hosts after a bright opening, but the truth is, given their predicament, Caley Thistle did not threaten St Johnstone's goal enough. Billy Mckay sent a shot over from close range. Alex Fisher nodded a diving header wide. Carl Tremarco miscued a volley. Greg Tansey did draw a save from Alan Mannus when he rasped in an effort from outside the box, but Richie Foran's side never looked likely to find the net. Their best opportunity came immediately after the Saints went ahead, when Tansey fed Cole, who seemed to panic in a terrific position and shot straight at Mannus. Cole's dismissal ended the contest when he appeared to be cautioned twice for challenging referee Stephen Finnie's decision not to award a foul. St Johnstone were merciless and could have had more. With just one win from their last 21 league games, Inverness look deep in trouble. Tommy Wright's side deserve so much credit. Saints were tactically brilliant, so strong defensively and ruthlessly capitalised on their man advantage. They took one of their few first-half chances when Michael Coulson broke down the left and sent a dangerous ball across the six-yard box. Owain Fon Williams could only parry into the danger area, Cummins' shot was blocked but Maclean followed up to force it home. They should have had another when Craig's superb curling corner flew all the way to the back post where Cummins slid in and somehow knocked it over from two yards. Craig, in his 300th appearance for the club, coolly converted a spot-kick after Cummins was tripped to seal the points. Cummins then slammed home after Miller danced around the area to tee him up, before Craig cracked the bar amid the late flurry. With a tendency to finish the season strongly, and just a three-point gap to Rangers, the Perth side look capable of something special this term. Inverness CT manager Richie Foran: ""It is a tough time of the season to be sitting bottom, and I need real men to stand up to that, but not enough of them did that today. ""It is pure luck we are still in it and it is only four points. I sound like a broken record but one win changes it - that is the truth. But I need braver players with more passion and desire.","""Summarize the above article in 1 sentence.""

The above article is a summary of the full article. If you are the author of this article, please consider updating it to add a more detailed summary.",openai_curie,0.0,1.0,2.333333333333333,NO,NO,NO
621,52,23 March 2017 Last updated at 14:55 GMT,The article discusses the possible reasons why the number of refugees and migrants entering Europe has increased in recent months.,openai_text-curie-001,0.3333333333333333,3.0,3.6666666666666665,YES,YES,YES
622,545,"If you have a picture you would like to share, please see below the images for details on how to submit yours. If you have a picture you'd like to share, email us at england@bbc.co.uk, post it on Facebook or tweet it to @BBCEngland. You can also find us on Instagram - use #englandsbigpicture to share an image there. When emailing pictures, please make sure you include the following information: Please note that whilst we welcome all your pictures, we are more likely to use those which have been taken in the past week. If you submit a picture, you do so in accordance with the BBC's Terms and Conditions. In contributing to England's Big Picture you agree to grant us a royalty-free, non-exclusive licence to publish and otherwise use the material in any way that we want, and in any media worldwide. It's important to note, however, that you still own the copyright to everything you contribute to England's Big Picture, and that if your image is accepted, we will publish your name alongside. The BBC cannot guarantee that all pictures will be used and we reserve the right to edit your comments. At no time should you endanger yourself or others, take any unnecessary risks or infringe any laws collecting any kind of media.","If you have a picture you'd like to share of England, you can submit it to the BBC for a chance to have it featured.",openai_text-davinci-002,1.0,5.0,4.666666666666667,YES,YES,NO
